point_id,sheet,region,role,src_x,src_y,ref_x,ref_y,ref_lon,ref_lat,street_a,street_b,feature,method,confidence,selected_by,residual_px,accepted,note
X13_03,S8,S8,tie,190.77,1352.79,,,,,13TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_04,S7,S7,tie,1915.96,1760.43,,,,,13TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_04,S8,S8,tie,193.07,1760.85,,,,,13TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_05,S7,S7,tie,1907.97,2164.6,,,,,13TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_05,S8,S8,tie,195.52,2163.48,,,,,13TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_05,S29,S29,tie,187.68,170.32,,,,,13TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_06,S27,S27,tie,1921.39,510.35,,,,,13TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_06,S29,S29,tie,193.92,569.14,,,,,13TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_07,S27,S27,tie,1923.56,925.83,,,,,13TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_07,S29,S29,tie,198.87,966.2,,,,,13TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_08,S27,S27,tie,1926.04,1332.8,,,,,13TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_08,S29,S29,tie,208.1,1363.17,,,,,13TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_09,S27,S27,tie,1930.17,1737.45,,,,,13TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_09,S29,S29,tie,216.79,1760.4,,,,,13TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_10,S27,S27,tie,1932.22,2141.36,,,,,13TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_10,S29,S29,tie,219.68,2152.98,,,,,13TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_01,S8,S8,tie,585.11,538.3,,,,,14TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_02,S8,S8,tie,587.28,943.68,,,,,14TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_03,S8,S8,tie,591.42,1354.66,,,,,14TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_04,S8,S8,tie,597.18,1752.7,,,,,14TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_05,S8,S8,tie,598.81,2158.75,,,,,14TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_05,S29,S29,tie,581.02,163.1,,,,,14TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_06,S29,S29,tie,588.9,559.5,,,,,14TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_07,S29,S29,tie,597.99,955.54,,,,,14TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_08,S29,S29,tie,603.88,1354.01,,,,,14TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_09,S29,S29,tie,610.89,1751.57,,,,,14TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X14_10,S29,S29,tie,617.65,2147.08,,,,,14TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_01,S8,S8,tie,992.75,536.48,,,,,15TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_02,S8,S8,tie,998.23,941.7,,,,,15TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_03,S8,S8,tie,996.58,1344.25,,,,,15TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_04,S8,S8,tie,1002.92,1748.05,,,,,15TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_05,S8,S8,tie,1003.55,2153.91,,,,,15TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_05,S29,S29,tie,979.54,154.35,,,,,15TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_06,S29,S29,tie,987.61,554.16,,,,,15TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_07,S29,S29,tie,991.57,947.48,,,,,15TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_08,S29,S29,tie,1002.83,1347.35,,,,,15TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_09,S29,S29,tie,1006.64,1743.65,,,,,15TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X15_10,S29,S29,tie,1016.28,2138.62,,,,,15TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_01,S8,S8,tie,1396.85,531.02,,,,,16TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_02,S8,S8,tie,1398.82,935.09,,,,,16TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_03,S8,S8,tie,1402.78,1341.9,,,,,16TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_04,S8,S8,tie,1406.24,1746.25,,,,,16TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_05,S8,S8,tie,1410.09,2149.9,,,,,16TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_05,S29,S29,tie,1376.81,148.83,,,,,16TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_06,S29,S29,tie,1384.61,545.74,,,,,16TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_07,S29,S29,tie,1390.47,940.63,,,,,16TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_08,S29,S29,tie,1396.22,1341.84,,,,,16TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_09,S29,S29,tie,1407.36,1735.6,,,,,16TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X16_10,S29,S29,tie,1414.15,2133.81,,,,,16TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_01,S8,S8,tie,1799.47,527.6,,,,,17TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_02,S8,S8,tie,1803.5,933.48,,,,,17TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_03,S8,S8,tie,1806.97,1339.95,,,,,17TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_04,S8,S8,tie,1811.87,1742.07,,,,,17TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_05,S8,S8,tie,1815.67,2146.64,,,,,17TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_05,S29,S29,tie,1775.93,140.31,,,,,17TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_06,S8,S8,tie,1817.03,2554.03,,,,,17TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_06,S29,S29,tie,1782.08,537.67,,,,,17TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_07,S29,S29,tie,1788.89,937.2,,,,,17TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_08,S29,S29,tie,1793.56,1333.97,,,,,17TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_09,S29,S29,tie,1805.15,1733.78,,,,,17TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X17_10,S29,S29,tie,1809.09,2125.12,,,,,17TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
